category,type,date,impressions,clicks,cost_micros
Feeditem,StructuredSnippet,2022-01-26,2686315,611296,4062577333624
Feeditem,StructuredSnippet,2022-01-27,2551502,538366,3521796670818
Feeditem,StructuredSnippet,2022-01-28,2548328,539866,3197669714271
Feeditem,StructuredSnippet,2022-01-29,2607440,569564,2333688275551
Feeditem,StructuredSnippet,2022-01-30,2667859,558357,2763653147904
Feeditem,StructuredSnippet,2022-01-31,2666512,500832,3642169760090
Feeditem,StructuredSnippet,2022-02-01,2428160,493292,3396857838916
Feeditem,StructuredSnippet,2022-02-02,2396945,479534,3490816008353
Feeditem,StructuredSnippet,2022-02-03,2417945,491652,3496270413880
Feeditem,StructuredSnippet,2022-02-04,2458448,483046,3239198222503
Feeditem,StructuredSnippet,2022-02-05,2702298,494438,2599961848070
Feeditem,StructuredSnippet,2022-02-06,2535848,493018,2999809441422
Feeditem,StructuredSnippet,2022-02-07,2325274,448545,4916785531301
Feeditem,StructuredSnippet,2022-02-08,2104860,425332,5326850580382
Feeditem,StructuredSnippet,2022-02-09,2013574,426173,4662156877706
Feeditem,StructuredSnippet,2022-02-10,1983483,430056,5256732227403
Feeditem,StructuredSnippet,2022-02-11,2186280,503530,5602038589291
Feeditem,StructuredSnippet,2022-02-12,1933326,429007,3365841260500
Feeditem,StructuredSnippet,2022-02-13,1714308,361075,3037954840000
Feeditem,StructuredSnippet,2022-02-14,1512908,296280,5381226931555
Feeditem,StructuredSnippet,2022-02-15,1427131,296199,4998068229208
Feeditem,StructuredSnippet,2022-02-16,1557350,278080,5081884419553
Feeditem,StructuredSnippet,2022-02-17,404377,86982,3404194406377
Feeditem,StructuredSnippet,2022-02-18,307561,67459,3070510769464
Feeditem,StructuredSnippet,2022-02-19,262010,61897,1724160774947
Feeditem,StructuredSnippet,2022-02-20,276850,66223,1701918230000
Feeditem,StructuredSnippet,2022-02-21,335353,74903,4515259714543
Feeditem,StructuredSnippet,2022-02-22,334758,70925,3994015031887
Feeditem,StructuredSnippet,2022-02-23,315177,67896,3944248920802
Feeditem,StructuredSnippet,2022-02-24,285711,61337,3388640709508
Feeditem,StructuredSnippet,2022-02-25,270231,60567,3103040403647
Feeditem,StructuredSnippet,2022-02-26,237650,54840,1254950844988
Feeditem,StructuredSnippet,2022-02-27,241179,55998,1041627420000
Feeditem,StructuredSnippet,2022-02-28,308607,65865,4160754801401
Feeditem,StructuredSnippet,2022-03-01,313609,64999,3472671564372
Feeditem,StructuredSnippet,2022-03-02,292281,66601,3355051687438
Feeditem,StructuredSnippet,2022-03-03,250871,63647,3275438390402
Feeditem,StructuredSnippet,2022-03-04,212087,50466,2994149720001
Feeditem,StructuredSnippet,2022-03-05,192912,52676,1585444020000
Feeditem,StructuredSnippet,2022-03-06,210084,57594,1342990660000
Feeditem,StructuredSnippet,2022-03-07,256305,65765,3800492310000
Feeditem,StructuredSnippet,2022-03-08,173745,27965,3257419484500
Feeditem,StructuredSnippet,2022-03-09,264048,78890,3392948352500
Feeditem,StructuredSnippet,2022-03-10,224385,73220,303516900000
Feeditem,StructuredSnippet,2022-03-11,164383,41318,37572380000
Feeditem,StructuredSnippet,2022-03-12,194960,61662,44137476499
Feeditem,StructuredSnippet,2022-03-13,193378,62028,22146360000
Feeditem,StructuredSnippet,2022-03-14,226430,68253,40565843000
Feeditem,StructuredSnippet,2022-03-15,223218,68073,31022543000
Feeditem,StructuredSnippet,2022-03-16,222294,66384,45645803000
Feeditem,StructuredSnippet,2022-03-17,214096,64457,44145153000
Feeditem,StructuredSnippet,2022-03-18,205006,62741,31587161500
Feeditem,StructuredSnippet,2022-03-19,183560,57507,21370064000
Feeditem,StructuredSnippet,2022-03-20,192850,60541,24219842000
Feeditem,StructuredSnippet,2022-03-21,230670,68020,50072721000
Feeditem,StructuredSnippet,2022-03-22,221125,64295,39857165500
Feeditem,StructuredSnippet,2022-03-23,221958,63140,39276740000
Feeditem,StructuredSnippet,2022-03-24,200363,58760,47805084000
Feeditem,StructuredSnippet,2022-03-25,183440,55283,42856789500
Feeditem,StructuredSnippet,2022-03-26,169861,52129,46563560000
Feeditem,StructuredSnippet,2022-03-27,169283,52526,25640670000
Feeditem,StructuredSnippet,2022-03-28,218180,61181,46828750000
Feeditem,StructuredSnippet,2022-03-29,234958,64396,40478819500
Feeditem,StructuredSnippet,2022-03-30,231891,63816,42786550000
Feeditem,StructuredSnippet,2022-03-31,215784,61983,102009909500
Feeditem,StructuredSnippet,2022-04-01,209065,59553,62631680000
Feeditem,StructuredSnippet,2022-04-02,188428,57134,55731350000
Feeditem,StructuredSnippet,2022-04-03,204015,62245,42001710000
Feeditem,StructuredSnippet,2022-04-04,233468,67596,61914452000
Feeditem,StructuredSnippet,2022-04-05,228528,66243,62744040424
Feeditem,StructuredSnippet,2022-04-06,224689,63098,64054835499
Feeditem,StructuredSnippet,2022-04-07,219184,62169,43613995400
Feeditem,StructuredSnippet,2022-04-08,204840,57776,38254747500
Feeditem,StructuredSnippet,2022-04-09,191749,55267,48917797884
Feeditem,StructuredSnippet,2022-04-10,199955,58192,27218409400
Feeditem,StructuredSnippet,2022-04-11,215816,61483,58389902872
Feeditem,StructuredSnippet,2022-04-12,64061,22827,6622151377
Asset,Call,2022-02-11,63,2,139000000
Asset,Call,2022-02-12,63,4,242000000
Asset,Call,2022-02-14,95,7,301000000
Asset,Call,2022-02-15,93,5,326000000
Asset,Call,2022-02-16,404,8,196000000
Asset,Call,2022-02-17,443,13,460000000
Asset,Call,2022-02-18,454,10,274000000
Asset,Call,2022-02-19,467,7,177000000
Asset,Call,2022-02-20,355,7,171000000
Asset,Call,2022-02-21,589,7,285000000
Asset,Call,2022-02-22,589,8,215000000
Asset,Call,2022-02-23,430,11,311000000
Asset,Call,2022-02-24,492,11,301000000
Asset,Call,2022-02-25,451,23,469000000
Asset,Call,2022-02-26,340,11,227000000
Asset,Call,2022-02-27,274,6,139000000
Asset,Call,2022-02-28,541,14,178000000
Asset,Call,2022-03-01,511,14,246000000
Asset,Call,2022-03-02,408,14,229000000
Asset,Call,2022-03-03,479,5,175000000
Asset,Call,2022-03-04,507,14,377000000
Asset,Call,2022-03-05,412,7,313000000
Asset,Call,2022-03-06,255,6,176000000
Asset,Call,2022-03-07,607,17,413000000
Asset,Call,2022-03-08,472,17,560000000
Asset,Call,2022-03-09,718,11,566000000
Asset,Call,2022-03-10,723,21,602000000
Asset,Call,2022-03-11,673,26,1008000000
Asset,Call,2022-03-12,560,25,1118000000
Asset,Call,2022-03-13,554,26,691000000
Asset,Call,2022-03-14,874,32,1341000000
Asset,Call,2022-03-15,631,22,1194000000
Asset,Call,2022-03-16,894,22,786000000
Asset,Call,2022-03-17,684,32,1163000000
Asset,Call,2022-03-18,623,17,749000000
Asset,Call,2022-03-19,498,15,741000000
Asset,Call,2022-03-20,444,18,584000000
Asset,Call,2022-03-21,857,21,761000000
Asset,Call,2022-03-22,639,17,954000000
Asset,Call,2022-03-23,842,20,864000000
Asset,Call,2022-03-24,829,19,1022000000
Asset,Call,2022-03-25,878,16,615000000
Asset,Call,2022-03-26,639,20,572000000
Asset,Call,2022-03-27,498,8,351000000
Asset,Call,2022-03-28,802,27,1129000000
Asset,Call,2022-03-29,603,32,900760000
Asset,Call,2022-03-30,1661,152,892130000
Asset,Call,2022-03-31,1387,108,534720000
Asset,Call,2022-04-01,1642,112,910500000
Asset,Call,2022-04-02,1630,111,722880000
Asset,Call,2022-04-03,1102,57,549090000
Asset,Call,2022-04-04,2492,158,1118820000
Asset,Call,2022-04-05,1627,122,1058260000
Asset,Call,2022-04-06,1657,98,1043500000
Asset,Call,2022-04-07,1569,129,1358810000
Asset,Call,2022-04-08,1672,116,1110360000
Asset,Call,2022-04-09,1345,79,920920000
Asset,Call,2022-04-10,1084,57,662080000
Asset,Call,2022-04-11,2132,129,700070000
Asset,Call,2022-04-12,917,54,750680000
Asset,Callout,2022-01-01,25600,2570,37600880000
Asset,Callout,2022-01-02,32414,3205,48001460000
Asset,Callout,2022-01-03,33794,2996,57197510000
Asset,Callout,2022-01-04,35888,3238,58320020000
Asset,Callout,2022-01-05,34181,2936,51423370000
Asset,Callout,2022-01-06,33185,2856,49256600000
Asset,Callout,2022-01-07,31425,2782,51231190000
Asset,Callout,2022-01-08,28009,2409,39984480000
Asset,Callout,2022-01-09,32001,2900,36235230000
Asset,Callout,2022-01-10,36790,3390,52785670000
Asset,Callout,2022-01-11,40225,3375,54569310000
Asset,Callout,2022-01-12,38472,3215,55640620000
Asset,Callout,2022-01-13,36777,3046,52939140000
Asset,Callout,2022-01-14,33664,2556,43485580000
Asset,Callout,2022-01-15,26087,2069,34231460000
Asset,Callout,2022-01-16,31656,2760,33646600000
Asset,Callout,2022-01-17,38762,2941,54543550000
Asset,Callout,2022-01-18,39853,2978,57162960000
Asset,Callout,2022-01-19,36633,2947,58074660000
Asset,Callout,2022-01-20,35057,2682,56775310000
Asset,Callout,2022-01-21,34526,2540,48954960000
Asset,Callout,2022-01-22,28663,2239,38469900000
Asset,Callout,2022-01-23,32893,2939,40107160000
Asset,Callout,2022-01-24,42188,3294,51921530000
Asset,Callout,2022-01-25,42895,3574,54319780000
Asset,Callout,2022-01-26,45653,3565,56637060000
Asset,Callout,2022-01-27,41279,3446,57940960000
Asset,Callout,2022-01-28,44452,3500,49738140000
Asset,Callout,2022-01-29,36546,3024,38324560000
Asset,Callout,2022-01-30,40664,3731,37679730000
Asset,Callout,2022-01-31,47489,3943,49616780000
Asset,Callout,2022-02-01,44582,3737,56538470000
Asset,Callout,2022-02-02,46078,3938,62219500000
Asset,Callout,2022-02-03,51084,5012,61275330000
Asset,Callout,2022-02-04,73061,7147,67972836792
Asset,Callout,2022-02-05,64726,6407,50215734242
Asset,Callout,2022-02-06,73018,7210,51350500000
Asset,Callout,2022-02-07,90242,8515,66954843108
Asset,Callout,2022-02-08,196674,16402,90969045815
Asset,Callout,2022-02-09,358682,33732,101065410933
Asset,Callout,2022-02-10,1051054,96151,243443555518
Asset,Callout,2022-02-11,2691153,258232,558491331280
Asset,Callout,2022-02-12,3543174,357872,1624251551878
Asset,Callout,2022-02-13,4212636,448537,2586572490584
Asset,Callout,2022-02-14,3933609,436862,3385914832113
Asset,Callout,2022-02-15,3941496,442457,3178312493642
Asset,Callout,2022-02-16,4641884,447305,3383834451197
Asset,Callout,2022-02-17,8777272,760105,5984424260832
Asset,Callout,2022-02-18,8688858,801168,5951375770838
Asset,Callout,2022-02-19,9184896,860010,6118411644413
Asset,Callout,2022-02-20,9841514,885813,5942865535863
Asset,Callout,2022-02-21,8613339,798645,6095252481397
Asset,Callout,2022-02-22,9109240,767803,5735485811706
Asset,Callout,2022-02-23,9503350,780899,6050591082652
Asset,Callout,2022-02-24,10278322,734142,5727182235208
Asset,Callout,2022-02-25,11271404,745210,5729196952457
Asset,Callout,2022-02-26,11988083,794397,6186416497632
Asset,Callout,2022-02-27,11397898,799689,6262368182972
Asset,Callout,2022-02-28,9692846,739152,5798826449294
Asset,Callout,2022-03-01,9751249,809203,6120034347131
Asset,Callout,2022-03-02,9203893,790130,6264149074983
Asset,Callout,2022-03-03,9439344,844489,6519218834642
Asset,Callout,2022-03-04,9903749,872333,5493625448500
Asset,Callout,2022-03-05,10888024,938660,6572289956075
Asset,Callout,2022-03-06,10769057,988569,6445332677098
Asset,Callout,2022-03-07,10445028,875532,5970826057095
Asset,Callout,2022-03-08,9241661,746631,5133792386941
Asset,Callout,2022-03-09,10229738,1112611,20596501503603
Asset,Callout,2022-03-10,10069200,1089486,32355500926588
Asset,Callout,2022-03-11,9089260,991890,30831493444848
Asset,Callout,2022-03-12,10901076,1148372,31874449284566
Asset,Callout,2022-03-13,10600790,1136209,29287865069518
Asset,Callout,2022-03-14,9985544,1071460,40057599706710
Asset,Callout,2022-03-15,8914249,1005805,35361460617783
Asset,Callout,2022-03-16,9539302,1003406,37625213528926
Asset,Callout,2022-03-17,9779776,985554,36672728645027
Asset,Callout,2022-03-18,9779396,1095965,37536878707224
Asset,Callout,2022-03-19,10652986,1019535,18875788028724
Asset,Callout,2022-03-20,10995248,1045969,18680427432523
Asset,Callout,2022-03-21,9581812,997915,29210045501551
Asset,Callout,2022-03-22,10026632,957854,29151542235534
Asset,Callout,2022-03-23,9291695,986030,29252353016746
Asset,Callout,2022-03-24,9074371,972975,31059151065393
Asset,Callout,2022-03-25,8968921,981493,35015451264426
Asset,Callout,2022-03-26,9672091,976219,30564567694292
Asset,Callout,2022-03-27,9690197,968932,25794139393447
Asset,Callout,2022-03-28,9140979,955018,32833471763500
Asset,Callout,2022-03-29,8193844,948272,29757360759323
Asset,Callout,2022-03-30,8155397,926309,28896341322607
Asset,Callout,2022-03-31,8113303,940770,25952531152541
Asset,Callout,2022-04-01,8670728,1039589,25006471134454
Asset,Callout,2022-04-02,8268843,1040774,23138022940506
Asset,Callout,2022-04-03,8075059,1032939,21948581662785
Asset,Callout,2022-04-04,7801998,927336,28570936658816
Asset,Callout,2022-04-05,7652347,905380,27326956544695
Asset,Callout,2022-04-06,7809118,876773,26119860796683
Asset,Callout,2022-04-07,7696034,868772,26286150922318
Asset,Callout,2022-04-08,7472156,866729,22078888336864
Asset,Callout,2022-04-09,7378725,889740,18463586136377
Asset,Callout,2022-04-10,8164499,908649,20758403397291
Asset,Callout,2022-04-11,7300916,857288,23905475007675
Asset,Callout,2022-04-12,2718962,334550,27263540177540
Asset,Callout,2022-04-13,108,18,4470000
Asset,LeadForm,2022-01-01,9097,1363,551123889390
Asset,LeadForm,2022-01-02,10171,1683,853498809749
Asset,LeadForm,2022-01-03,15420,2345,1044163257073
Asset,LeadForm,2022-01-04,22569,3160,1043270266816
Asset,LeadForm,2022-01-05,27505,3843,1003357199975
Asset,LeadForm,2022-01-06,27798,4061,1079539125137
Asset,LeadForm,2022-01-07,28913,4461,1011220712428
Asset,LeadForm,2022-01-08,22256,3673,877536856908
Asset,LeadForm,2022-01-09,24633,3939,1124622800727
Asset,LeadForm,2022-01-10,31766,4548,1037783062302
Asset,LeadForm,2022-01-11,27329,3737,1132134653034
Asset,LeadForm,2022-01-12,25052,3374,1162087117858
Asset,LeadForm,2022-01-13,25338,3154,1127016820781
Asset,LeadForm,2022-01-14,24376,2986,1185980097332
Asset,LeadForm,2022-01-15,16688,2489,1122386655838
Asset,LeadForm,2022-01-16,15948,2260,943133222612
Asset,LeadForm,2022-01-17,22146,2813,1161394628730
Asset,LeadForm,2022-01-18,25768,3118,1185539932992
Asset,LeadForm,2022-01-19,25691,3342,1465613058690
Asset,LeadForm,2022-01-20,24171,3201,1233863475967
Asset,LeadForm,2022-01-21,22503,3101,1136178188876
Asset,LeadForm,2022-01-22,16122,2351,989645948359
Asset,LeadForm,2022-01-23,16650,2316,945560254545
Asset,LeadForm,2022-01-24,26528,3057,1076099555802
Asset,LeadForm,2022-01-25,27959,3353,1158761655601
Asset,LeadForm,2022-01-26,29019,3463,1180502978597
Asset,LeadForm,2022-01-27,29884,3567,1109714461840
Asset,LeadForm,2022-01-28,27703,3206,954083221807
Asset,LeadForm,2022-01-29,16792,2289,916903900324
Asset,LeadForm,2022-01-30,15257,2132,514082183164
Asset,LeadForm,2022-01-31,25635,2825,161415950056
Asset,LeadForm,2022-02-01,25743,2695,48884026324
Asset,LeadForm,2022-02-02,27783,2890,53081894960
Asset,LeadForm,2022-02-03,25038,2624,53715221524
Asset,LeadForm,2022-02-04,21638,2422,59150503733
Asset,LeadForm,2022-02-05,13676,1642,61141181587
Asset,LeadForm,2022-02-06,13725,1796,75819591331
Asset,LeadForm,2022-02-07,25041,2788,69969663456
Asset,LeadForm,2022-02-08,25289,2704,73444071817
Asset,LeadForm,2022-02-09,25795,2736,81864007590
Asset,LeadForm,2022-02-10,24915,2497,65504614732
Asset,LeadForm,2022-02-11,21526,2243,124134247583
Asset,LeadForm,2022-02-12,14120,1732,98920937317
Asset,LeadForm,2022-02-13,13820,1656,98452324930
Asset,LeadForm,2022-02-14,23936,2462,132519294854
Asset,LeadForm,2022-02-15,23309,2524,118777127939
Asset,LeadForm,2022-02-16,23756,2442,143488698550
Asset,LeadForm,2022-02-17,23180,2382,121259623481
Asset,LeadForm,2022-02-18,18493,1954,55790776175
Asset,LeadForm,2022-02-19,11363,1320,29150669377
Asset,LeadForm,2022-02-20,12718,1403,39279641883
Asset,LeadForm,2022-02-21,19104,2083,55949451741
Asset,LeadForm,2022-02-22,19638,2256,72511720090
Asset,LeadForm,2022-02-23,20689,2272,62497127421
Asset,LeadForm,2022-02-24,19557,2067,58632471097
Asset,LeadForm,2022-02-25,14891,1701,52158277386
Asset,LeadForm,2022-02-26,9089,1143,52657885940
Asset,LeadForm,2022-02-27,9317,1121,42882860498
Asset,LeadForm,2022-02-28,19355,2028,45978782733
Asset,LeadForm,2022-03-01,16608,1771,34553294539
Asset,LeadForm,2022-03-02,17508,1881,54717304767
Asset,LeadForm,2022-03-03,18182,1835,62046912117
Asset,LeadForm,2022-03-04,22721,1811,70353887739
Asset,LeadForm,2022-03-05,11969,1052,57192867063
Asset,LeadForm,2022-03-06,12701,1271,61802091996
Asset,LeadForm,2022-03-07,25312,2283,73045857864
Asset,LeadForm,2022-03-08,22730,2258,73332735498
Asset,LeadForm,2022-03-09,22109,2173,86925446208
Asset,LeadForm,2022-03-10,22675,2191,84883056868
Asset,LeadForm,2022-03-11,18231,1851,55801700628
Asset,LeadForm,2022-03-12,12609,1283,61611615577
Asset,LeadForm,2022-03-13,11923,1345,65223587751
Asset,LeadForm,2022-03-14,19505,1953,75499641205
Asset,LeadForm,2022-03-15,21170,2047,68748480004
Asset,LeadForm,2022-03-16,22693,2161,63623427477
Asset,LeadForm,2022-03-17,22272,2059,71708204353
Asset,LeadForm,2022-03-18,21093,1938,72224323902
Asset,LeadForm,2022-03-19,13333,1286,56922197347
Asset,LeadForm,2022-03-20,14011,1357,68869431487
Asset,LeadForm,2022-03-21,24666,2224,83542467458
Asset,LeadForm,2022-03-22,23049,2229,80218383013
Asset,LeadForm,2022-03-23,23291,2208,91094101688
Asset,LeadForm,2022-03-24,23517,2188,88163514009
Asset,LeadForm,2022-03-25,21038,2003,72187512497
Asset,LeadForm,2022-03-26,12356,1116,54836467785
Asset,LeadForm,2022-03-27,13466,1183,60204621309
Asset,LeadForm,2022-03-28,27280,2317,84784250336
Asset,LeadForm,2022-03-29,26128,2352,69355106460
Asset,LeadForm,2022-03-30,25541,2327,71826195822
Asset,LeadForm,2022-03-31,24440,2394,632018559418
Asset,LeadForm,2022-04-01,17845,1914,301417078510
Asset,LeadForm,2022-04-02,13558,1337,192086153006
Asset,LeadForm,2022-04-03,14040,1440,200939211698
Asset,LeadForm,2022-04-04,24290,2424,178715975633
Asset,LeadForm,2022-04-05,23527,2480,166850857775
Asset,LeadForm,2022-04-06,25974,2628,177387676565
Asset,LeadForm,2022-04-07,25215,2445,152905219080
Asset,LeadForm,2022-04-08,21908,2103,154407685906
Asset,LeadForm,2022-04-09,13731,1449,99926541783
Asset,LeadForm,2022-04-10,15438,1553,110214287589
Asset,LeadForm,2022-04-11,27758,2778,132219800767
Asset,LeadForm,2022-04-12,4206,390,20995378023
Asset,Promotion,2022-01-03,1723,266,220990000
Asset,Promotion,2022-01-04,2327,328,315690000
Asset,Promotion,2022-01-05,2351,292,306810000
Asset,Promotion,2022-01-06,1982,322,280380000
Asset,Promotion,2022-01-07,2217,368,337290000
Asset,Promotion,2022-01-08,1479,184,131920000
Asset,Promotion,2022-01-09,1716,214,144510000
Asset,Promotion,2022-01-10,2423,343,337450000
Asset,Promotion,2022-01-11,2531,383,296560000
Asset,Promotion,2022-01-12,2586,444,363630000
Asset,Promotion,2022-01-13,2247,369,271520000
Asset,Promotion,2022-01-14,2086,309,268330000
Asset,Promotion,2022-01-15,1525,258,165630000
Asset,Promotion,2022-01-16,1439,233,151830000
Asset,Promotion,2022-01-17,139,46,22760000
Asset,Promotion,2022-01-18,104,43,26560000
Asset,Promotion,2022-01-19,102,43,23140000
Asset,Promotion,2022-01-20,123,48,21340000
Asset,Promotion,2022-01-21,129,50,18110000
Asset,Promotion,2022-01-22,125,51,17070000
Asset,Promotion,2022-01-23,168,72,39970000
Asset,Promotion,2022-01-24,250,118,58050000
Asset,Promotion,2022-01-25,204,89,29950000
Asset,Promotion,2022-01-26,259,116,27450000
Asset,Promotion,2022-01-27,255,97,31370000
Asset,Promotion,2022-01-28,222,98,39060000
Asset,Promotion,2022-01-29,218,115,33510000
Asset,Promotion,2022-01-30,256,119,41600000
Asset,Promotion,2022-01-31,152,45,16820000
Asset,Promotion,2022-02-01,119,42,16070000
Asset,Promotion,2022-02-02,164,60,29140000
Asset,Promotion,2022-02-03,167,66,34980000
Asset,Promotion,2022-02-04,100,46,16950000
Asset,Promotion,2022-02-05,135,50,24620000
Asset,Promotion,2022-02-06,150,56,31010000
Asset,Promotion,2022-02-07,1027,82,54550279
Asset,Promotion,2022-02-08,1867,310,88719418
Asset,Promotion,2022-02-09,1921,270,119407840
Asset,Promotion,2022-02-10,4531,948,2671404607
Asset,Promotion,2022-02-11,4560,1062,2938371496
Asset,Promotion,2022-02-12,4457,986,2017970000
Asset,Promotion,2022-02-13,4751,994,1886401678
Asset,Promotion,2022-02-14,5537,1141,3238282114
Asset,Promotion,2022-02-15,6093,1297,3642320000
Asset,Promotion,2022-02-16,12274,2248,5746148228
Asset,Promotion,2022-02-17,27291,3918,13458511541
Asset,Promotion,2022-02-18,23145,3613,11613810199
Asset,Promotion,2022-02-19,18654,3183,9455430548
Asset,Promotion,2022-02-20,20677,3372,9677799179
Asset,Promotion,2022-02-21,31283,5062,18761219993
Asset,Promotion,2022-02-22,33353,5271,19042022968
Asset,Promotion,2022-02-23,29872,4625,17213029743
Asset,Promotion,2022-02-24,25304,3774,12050399978
Asset,Promotion,2022-02-25,20248,3165,9464733784
Asset,Promotion,2022-02-26,14740,2430,6242850000
Asset,Promotion,2022-02-27,16783,2777,7134922585
Asset,Promotion,2022-02-28,27561,4053,13149257203
Asset,Promotion,2022-03-01,28204,4055,13934954892
Asset,Promotion,2022-03-02,28018,4106,13835307223
Asset,Promotion,2022-03-03,100703,6555,15134181322
Asset,Promotion,2022-03-04,86486,5532,11861058790
Asset,Promotion,2022-03-05,96781,5412,8955526142
Asset,Promotion,2022-03-06,109186,6177,10615540000
Asset,Promotion,2022-03-07,102727,7313,17981109353
Asset,Promotion,2022-03-08,96477,6400,15319730974
Asset,Promotion,2022-03-09,105668,7561,16390590000
Asset,Promotion,2022-03-10,103440,7096,15528327225
Asset,Promotion,2022-03-11,102372,6418,12965742076
Asset,Promotion,2022-03-12,29066,4145,10284044945
Asset,Promotion,2022-03-13,28656,4273,10075470000
Asset,Promotion,2022-03-14,43653,5894,16698298358
Asset,Promotion,2022-03-15,31781,5180,15515454550
Asset,Promotion,2022-03-16,31068,4945,15007870000
Asset,Promotion,2022-03-17,54833,5544,14158356940
Asset,Promotion,2022-03-18,82785,6354,13642103602
Asset,Promotion,2022-03-19,92075,5877,9659774848
Asset,Promotion,2022-03-20,105192,6964,10598969452
Asset,Promotion,2022-03-21,93667,7293,17091764872
Asset,Promotion,2022-03-22,80853,7157,19251231983
Asset,Promotion,2022-03-23,95187,7484,19137661884
Asset,Promotion,2022-03-24,84947,6624,16026056852
Asset,Promotion,2022-03-25,81362,5078,9116890000
Asset,Promotion,2022-03-26,81629,5247,7991375530
Asset,Promotion,2022-03-27,96572,7117,9210682082
Asset,Promotion,2022-03-28,80326,6351,11960509300
Asset,Promotion,2022-03-29,38133,4795,11331940000
Asset,Promotion,2022-03-30,38956,4801,10807732143
Asset,Promotion,2022-03-31,37360,4624,9997480996
Asset,Promotion,2022-04-01,29372,3801,9301393260
Asset,Promotion,2022-04-02,21370,3034,5985572774
Asset,Promotion,2022-04-03,24821,3579,7110105172
Asset,Promotion,2022-04-04,35057,4612,12988069227
Asset,Promotion,2022-04-05,32868,4603,12514002880
Asset,Promotion,2022-04-06,33199,4546,12302613478
Asset,Promotion,2022-04-07,73298,5772,12501327818
Asset,Promotion,2022-04-08,87152,5536,9875495805
Asset,Promotion,2022-04-09,102106,5940,8257125283
Asset,Promotion,2022-04-10,106735,6613,9188992676
Asset,Promotion,2022-04-11,103039,7027,13606940059
Asset,Promotion,2022-04-12,25849,1401,1000670000
Asset,Sitelink,2022-01-01,22510,2195,29762250000
Asset,Sitelink,2022-01-02,30870,3028,39394490000
Asset,Sitelink,2022-01-03,34893,3235,49813430000
Asset,Sitelink,2022-01-04,36100,3536,51433320000
Asset,Sitelink,2022-01-05,35080,3254,45976660000
Asset,Sitelink,2022-01-06,35026,3119,43464980000
Asset,Sitelink,2022-01-07,34720,3141,47812650000
Asset,Sitelink,2022-01-08,25587,2217,30435260000
Asset,Sitelink,2022-01-09,33713,2974,32842240000
Asset,Sitelink,2022-01-10,43669,3985,48636830000
Asset,Sitelink,2022-01-11,47726,4081,48795710000
Asset,Sitelink,2022-01-12,54904,4683,53326740000
Asset,Sitelink,2022-01-13,53011,4476,52550920000
Asset,Sitelink,2022-01-14,48591,4122,42998010000
Asset,Sitelink,2022-01-15,30868,2525,29240850000
Asset,Sitelink,2022-01-16,45065,3802,32134450000
Asset,Sitelink,2022-01-17,62917,4727,52616610000
Asset,Sitelink,2022-01-18,59710,4691,55173520000
Asset,Sitelink,2022-01-19,56514,4484,55375260000
Asset,Sitelink,2022-01-20,52952,4047,54643710000
Asset,Sitelink,2022-01-21,49697,3848,48005170000
Asset,Sitelink,2022-01-22,33047,2560,33714460000
Asset,Sitelink,2022-01-23,43069,3402,35677460000
Asset,Sitelink,2022-01-24,62019,4686,53020260000
Asset,Sitelink,2022-01-25,56713,4690,56094960000
Asset,Sitelink,2022-01-26,48273,3868,52804590000
Asset,Sitelink,2022-01-27,46577,3969,51286130000
Asset,Sitelink,2022-01-28,56009,4314,47963030000
Asset,Sitelink,2022-01-29,37399,3096,34673680000
Asset,Sitelink,2022-01-30,52010,4379,37094990000
Asset,Sitelink,2022-01-31,68587,5303,52529130000
Asset,Sitelink,2022-02-01,62025,4800,55135025315
Asset,Sitelink,2022-02-02,61420,4833,60164453164
Asset,Sitelink,2022-02-03,67665,6501,57839178543
Asset,Sitelink,2022-02-04,91126,9335,67312503031
Asset,Sitelink,2022-02-05,71260,8319,49918124833
Asset,Sitelink,2022-02-06,87630,10375,51415453610
Asset,Sitelink,2022-02-07,116592,12163,70298042440
Asset,Sitelink,2022-02-08,237688,21012,96236093357
Asset,Sitelink,2022-02-09,353783,35764,102465765827
Asset,Sitelink,2022-02-10,1023288,127832,294949441407
Asset,Sitelink,2022-02-11,1654819,248159,611536567077
Asset,Sitelink,2022-02-12,2213278,380741,1819538791653
Asset,Sitelink,2022-02-13,2651539,465427,2863469035247
Asset,Sitelink,2022-02-14,2874748,481247,3748371962495
Asset,Sitelink,2022-02-15,2958048,486974,3465136029944
Asset,Sitelink,2022-02-16,4233616,504515,3637795375906
Asset,Sitelink,2022-02-17,9016394,837443,6153922858686
Asset,Sitelink,2022-02-18,9340443,876824,6267166188228
Asset,Sitelink,2022-02-19,9751425,888930,6009255554636
Asset,Sitelink,2022-02-20,10078222,902018,5617728137461
Asset,Sitelink,2022-02-21,9204287,836357,5563591865536
Asset,Sitelink,2022-02-22,9148054,806372,5077044940505
Asset,Sitelink,2022-02-23,10460550,824495,5933565076805
Asset,Sitelink,2022-02-24,10985614,805769,5696805719853
Asset,Sitelink,2022-02-25,11148046,815182,6059121131040
Asset,Sitelink,2022-02-26,12052196,853452,6717725284542
Asset,Sitelink,2022-02-27,11785777,850765,6721223176184
Asset,Sitelink,2022-02-28,10759941,803689,6057140371842
Asset,Sitelink,2022-03-01,9557920,831756,6555124801995
