category,type,date,impressions,clicks,cost_micros
Feeditem,Image,2022-03-05,11984705,327982,4578745218813
Feeditem,Image,2022-03-06,11111962,348727,4750405500773
Feeditem,Image,2022-03-07,10750104,314988,5590859200438
Feeditem,Image,2022-03-08,9904523,245292,4645073289660
Feeditem,Image,2022-03-09,9569579,340932,6445615314397
Feeditem,Image,2022-03-10,11014905,388020,5813486299071
Feeditem,Image,2022-03-11,10352631,344228,5330162189145
Feeditem,Image,2022-03-12,11244237,489489,10215743011011
Feeditem,Image,2022-03-13,10276368,482691,7425220814531
Feeditem,Image,2022-03-14,10215462,455536,8439350623970
Feeditem,Image,2022-03-15,10498788,387154,5536155821582
Feeditem,Image,2022-03-16,10462260,402972,8267989989722
Feeditem,Image,2022-03-17,10297087,419052,10967497401413
Feeditem,Image,2022-03-18,12736835,480328,12236524897943
Feeditem,Image,2022-03-19,12427571,435169,3565463150584
Feeditem,Image,2022-03-20,11980831,443769,3658517381514
Feeditem,Image,2022-03-21,11850490,452976,4849024064101
Feeditem,Image,2022-03-22,11906774,438381,5021075706106
Feeditem,Image,2022-03-23,10983646,452348,5405396146232
Feeditem,Image,2022-03-24,11737010,460947,6185265929680
Feeditem,Image,2022-03-25,12888053,454154,6455955477796
Feeditem,Image,2022-03-26,12714992,445325,6069960829979
Feeditem,Image,2022-03-27,13120803,439243,4402288887828
Feeditem,Image,2022-03-28,12029970,439495,4926168801488
Feeditem,Image,2022-03-29,12181208,438796,5501204461549
Feeditem,Image,2022-03-30,11178107,411010,5061360217619
Feeditem,Image,2022-03-31,11238751,418874,5740516595636
Feeditem,Image,2022-04-01,12258360,418855,5731781918642
Feeditem,Image,2022-04-02,12389434,431533,6110459395005
Feeditem,Image,2022-04-03,11224449,454303,6234178989004
Feeditem,Image,2022-04-04,11913632,435454,6038632448837
Feeditem,Image,2022-04-05,12532939,434894,5644933446534
Feeditem,Image,2022-04-06,12687250,422301,5803604780556
Feeditem,Image,2022-04-07,12367404,413743,5956050416342
Feeditem,Image,2022-04-08,13217846,390590,5689424838518
Feeditem,Image,2022-04-09,12228536,385094,5005607940215
Feeditem,Image,2022-04-10,12047476,398135,5682370280156
Feeditem,Image,2022-04-11,11726485,384263,7194409576358
Feeditem,Image,2022-04-12,1889797,154140,6877485790427
Feeditem,Location,2022-01-01,3074844,51448,531034779196
Feeditem,Location,2022-01-02,4589477,64361,692973896256
Feeditem,Location,2022-01-03,3173020,94713,772560270386
Feeditem,Location,2022-01-04,2802017,97206,758700713171
Feeditem,Location,2022-01-05,5095556,91552,821285634506
Feeditem,Location,2022-01-06,6979000,91540,1217192932191
Feeditem,Location,2022-01-07,3998104,86169,736289752341
Feeditem,Location,2022-01-08,5615152,83053,671370632443
Feeditem,Location,2022-01-09,5266601,75363,628635188109
Feeditem,Location,2022-01-10,6432062,103087,1071831581184
Feeditem,Location,2022-01-11,6912658,101735,989362010173
Feeditem,Location,2022-01-12,4601386,97247,1078492963279
Feeditem,Location,2022-01-13,5936134,99835,3726724268281
Feeditem,Location,2022-01-14,5513923,100732,7103593494481
Feeditem,Location,2022-01-15,4041947,72782,3583206320350
Feeditem,Location,2022-01-16,7389336,77524,5225205818474
Feeditem,Location,2022-01-17,6569818,101593,9750014865308
Feeditem,Location,2022-01-18,5173259,101919,6940913514718
Feeditem,Location,2022-01-19,5024764,98180,8911613369581
Feeditem,Location,2022-01-20,4836178,95778,8288575053432
Feeditem,Location,2022-01-21,4148621,89374,4257425228942
Feeditem,Location,2022-01-22,4109473,74862,2321833407871
Feeditem,Location,2022-01-23,5071468,75928,4419043156649
Feeditem,Location,2022-01-24,5018365,101500,5432704368191
Feeditem,Location,2022-01-25,4662460,99438,3584015572558
Feeditem,Location,2022-01-26,4089414,97982,3446810808500
Feeditem,Location,2022-01-27,4613217,97166,2370972185110
Feeditem,Location,2022-01-28,3818175,76946,2211797382591
Feeditem,Location,2022-01-29,3778412,64614,1116460363718
Feeditem,Location,2022-01-30,4198228,66824,1826857286192
Feeditem,Location,2022-01-31,7231200,88265,1597179619583
Feeditem,Location,2022-02-01,5137659,90209,1659598040007
Feeditem,Location,2022-02-02,3902243,102145,1599599548182
Feeditem,Location,2022-02-03,5230843,102998,1712599358136
Feeditem,Location,2022-02-04,4069992,99167,1864033637689
Feeditem,Location,2022-02-05,3346383,78863,1692590577090
Feeditem,Location,2022-02-06,3837998,82638,2223599435809
Feeditem,Location,2022-02-07,4718137,113717,3226376016750
Feeditem,Location,2022-02-08,4460759,113299,2998292341813
Feeditem,Location,2022-02-09,3868403,106945,2879884250370
Feeditem,Location,2022-02-10,4916103,108924,3411562324862
Feeditem,Location,2022-02-11,3479978,104995,4075143592465
Feeditem,Location,2022-02-12,3617747,91173,2566737935898
Feeditem,Location,2022-02-13,5481683,86777,2384835860084
Feeditem,Location,2022-02-14,5606020,113614,4184325801461
Feeditem,Location,2022-02-15,4765682,123032,3767407167826
Feeditem,Location,2022-02-16,4924302,117803,4286732039625
Feeditem,Location,2022-02-17,4586038,128976,3868309982296
Feeditem,Location,2022-02-18,6275897,109019,3832242801063
Feeditem,Location,2022-02-19,3894615,93845,2769761528504
Feeditem,Location,2022-02-20,5940827,98149,2518083989380
Feeditem,Location,2022-02-21,6064604,129973,5200260396853
Feeditem,Location,2022-02-22,5279141,120184,4752160795847
Feeditem,Location,2022-02-23,6172376,114503,4577372956766
Feeditem,Location,2022-02-24,6716621,112902,3711742797321
Feeditem,Location,2022-02-25,5426838,116102,3178364419339
Feeditem,Location,2022-02-26,4947760,78908,1867855894746
Feeditem,Location,2022-02-27,7145427,85277,1655084944056
Feeditem,Location,2022-02-28,6181392,108406,4054144530252
Feeditem,Location,2022-03-01,4579603,87092,3807898347102
Feeditem,Location,2022-03-02,5630594,92069,4112928347226
Feeditem,Location,2022-03-03,3349351,93173,4021667256606
Feeditem,Location,2022-03-04,3236572,88442,3717900558176
Feeditem,Location,2022-03-05,3038754,73096,2272784241107
Feeditem,Location,2022-03-06,3817067,77663,2178684599617
Feeditem,Location,2022-03-07,4197654,104946,5475096909171
Feeditem,Location,2022-03-08,4687321,103440,4700787942205
Feeditem,Location,2022-03-09,5794003,104884,4707711465909
Feeditem,Location,2022-03-10,6117589,102786,4448803659381
Feeditem,Location,2022-03-11,5171052,98860,4215431290306
Feeditem,Location,2022-03-12,5812729,85101,2595019984307
Feeditem,Location,2022-03-13,6019751,86023,2904460239186
Feeditem,Location,2022-03-14,4979232,116553,5345876359726
Feeditem,Location,2022-03-15,4722086,115975,5014419287491
Feeditem,Location,2022-03-16,6713234,114583,6104221542371
Feeditem,Location,2022-03-17,6697641,107684,5219436500508
Feeditem,Location,2022-03-18,6287671,105963,4435879614289
Feeditem,Location,2022-03-19,6307576,82908,2888680389751
Feeditem,Location,2022-03-20,6665093,84534,2770577388595
Feeditem,Location,2022-03-21,5202092,117030,5647822449875
Feeditem,Location,2022-03-22,5043644,113965,5820181259724
Feeditem,Location,2022-03-23,5808461,111002,5065218353936
Feeditem,Location,2022-03-24,6161856,104305,5468373407174
Feeditem,Location,2022-03-25,5271146,97364,5801286048142
Feeditem,Location,2022-03-26,4628836,85369,4423103162395
Feeditem,Location,2022-03-27,5832303,79568,3848552215292
Feeditem,Location,2022-03-28,4382506,109741,5343007774311
Feeditem,Location,2022-03-29,3922447,106376,4548334464454
Feeditem,Location,2022-03-30,4460848,104641,4782115499648
Feeditem,Location,2022-03-31,5239178,101219,4454672837621
Feeditem,Location,2022-04-01,5146861,103541,3519500859538
Feeditem,Location,2022-04-02,4638793,80886,3437474870242
Feeditem,Location,2022-04-03,5968848,82523,3212248767897
Feeditem,Location,2022-04-04,4179711,114210,4548053555547
Feeditem,Location,2022-04-05,4878447,112026,4451194538717
Feeditem,Location,2022-04-06,4624048,107683,4217727179695
Feeditem,Location,2022-04-07,4585389,107176,4150986495248
Feeditem,Location,2022-04-08,4746310,102747,3776613044475
Feeditem,Location,2022-04-09,3908116,78537,2519954403781
Feeditem,Location,2022-04-10,6150634,79088,2726017182244
Feeditem,Location,2022-04-11,4125147,109686,3312355237928
Feeditem,Location,2022-04-12,727857,41119,3305757244613
Feeditem,Price,2022-01-01,354989,43072,861581248386
Feeditem,Price,2022-01-02,393103,46705,861416315291
Feeditem,Price,2022-01-03,345416,37402,610955297045
Feeditem,Price,2022-01-04,350381,40186,640659151775
Feeditem,Price,2022-01-05,365461,40898,639734604864
Feeditem,Price,2022-01-06,362273,41234,656919374809
Feeditem,Price,2022-01-07,410101,55033,945340389088
Feeditem,Price,2022-01-08,493673,67333,1116378121427
Feeditem,Price,2022-01-09,484037,62339,1036408324163
Feeditem,Price,2022-01-10,379327,45334,716841401686
Feeditem,Price,2022-01-11,377390,43965,679028227670
Feeditem,Price,2022-01-12,372880,43973,662802718265
Feeditem,Price,2022-01-13,368278,44970,729337795558
Feeditem,Price,2022-01-14,416542,56686,950491041406
Feeditem,Price,2022-01-15,487806,64007,1084505156405
Feeditem,Price,2022-01-16,531495,72378,1136629338381
Feeditem,Price,2022-01-17,428127,53431,776072348132
Feeditem,Price,2022-01-18,417422,52625,766239667956
Feeditem,Price,2022-01-19,406392,52095,796065335100
Feeditem,Price,2022-01-20,454894,65068,838792432213
Feeditem,Price,2022-01-21,531864,88894,1247609281143
Feeditem,Price,2022-01-22,567666,90556,1294502006398
Feeditem,Price,2022-01-23,639208,98545,1316471811809
Feeditem,Price,2022-01-24,528605,75873,947292656831
Feeditem,Price,2022-01-25,524000,74754,1030195327908
Feeditem,Price,2022-01-26,533373,74983,1086804513692
Feeditem,Price,2022-01-27,474144,62235,835110735157
Feeditem,Price,2022-01-28,445682,59465,812082594182
Feeditem,Price,2022-01-29,484965,59778,880441072356
Feeditem,Price,2022-01-30,528181,66418,944198418283
Feeditem,Price,2022-01-31,449107,50706,680265054528
Feeditem,Price,2022-02-01,423284,47049,631182697330
Feeditem,Price,2022-02-02,376973,40583,586346106121
Feeditem,Price,2022-02-03,383152,41877,606774556814
Feeditem,Price,2022-02-04,337333,33145,504762638239
Feeditem,Price,2022-02-05,392052,38549,616098991140
Feeditem,Price,2022-02-06,390517,37458,524118400450
Feeditem,Price,2022-02-07,318843,29505,387185835327
Feeditem,Price,2022-02-08,313071,29429,377602274016
Feeditem,Price,2022-02-09,322314,31340,410633631851
Feeditem,Price,2022-02-10,333500,32331,422009911833
Feeditem,Price,2022-02-11,341351,33413,476177539773
Feeditem,Price,2022-02-12,366055,36561,554681308189
Feeditem,Price,2022-02-13,396322,39198,510420576745
Feeditem,Price,2022-02-14,333482,31668,388967988220
Feeditem,Price,2022-02-15,331175,33665,409052896648
Feeditem,Price,2022-02-16,344058,34697,411382219046
Feeditem,Price,2022-02-17,343330,33913,370087893328
Feeditem,Price,2022-02-18,354781,34933,433169487519
Feeditem,Price,2022-02-19,448888,54026,723802569100
Feeditem,Price,2022-02-20,494892,62001,729814871119
Feeditem,Price,2022-02-21,433211,54921,580705595431
Feeditem,Price,2022-02-22,422554,52719,580532111017
Feeditem,Price,2022-02-23,444574,55656,594854539872
Feeditem,Price,2022-02-24,434080,51421,524328341739
Feeditem,Price,2022-02-25,444403,50616,548167005870
Feeditem,Price,2022-02-26,494904,55301,617807894450
Feeditem,Price,2022-02-27,490161,52300,556046832299
Feeditem,Price,2022-02-28,433080,44903,437118583875
Feeditem,Price,2022-03-01,463871,50538,529832146489
Feeditem,Price,2022-03-02,426326,46367,459367242296
Feeditem,Price,2022-03-03,419920,46736,478434861116
Feeditem,Price,2022-03-04,416408,44785,472152466277
Feeditem,Price,2022-03-05,489593,54859,640667510250
Feeditem,Price,2022-03-06,521528,59829,653846250967
Feeditem,Price,2022-03-07,448201,50899,516764149974
Feeditem,Price,2022-03-08,441928,49692,504872931863
Feeditem,Price,2022-03-09,428283,48362,476335481927
Feeditem,Price,2022-03-10,386521,42065,447085201226
Feeditem,Price,2022-03-11,376298,42077,473621560928
Feeditem,Price,2022-03-12,446578,49674,573982347226
Feeditem,Price,2022-03-13,478149,55056,696931050816
Feeditem,Price,2022-03-14,382633,39355,437299934017
Feeditem,Price,2022-03-15,380798,42048,516872729657
Feeditem,Price,2022-03-16,381411,41768,485875939382
Feeditem,Price,2022-03-17,397631,42823,498064598999
Feeditem,Price,2022-03-18,388726,44002,585601253241
Feeditem,Price,2022-03-19,435673,47665,636656569611
Feeditem,Price,2022-03-20,473240,55231,653365389179
Feeditem,Price,2022-03-21,377993,42705,451567747303
Feeditem,Price,2022-03-22,382373,46091,521486725276
Feeditem,Price,2022-03-23,355834,40921,430481655209
Feeditem,Price,2022-03-24,347603,39484,403228070224
Feeditem,Price,2022-03-25,306693,29717,316679699343
Feeditem,Price,2022-03-26,336313,31717,374382434779
Feeditem,Price,2022-03-27,344997,33607,387874095784
Feeditem,Price,2022-03-28,295842,27509,298203449495
Feeditem,Price,2022-03-29,302404,27881,293376887225
Feeditem,Price,2022-03-30,281187,26014,278095355237
Feeditem,Price,2022-03-31,287130,27101,266674631486
Feeditem,Price,2022-04-01,304389,29925,344429364027
Feeditem,Price,2022-04-02,334986,32653,400642670010
Feeditem,Price,2022-04-03,358689,33642,381919328069
Feeditem,Price,2022-04-04,296866,26862,274714113044
Feeditem,Price,2022-04-05,292752,25770,234374495165
Feeditem,Price,2022-04-06,279176,24418,229050098273
Feeditem,Price,2022-04-07,284948,25645,255671525939
Feeditem,Price,2022-04-08,284461,26379,276625347775
Feeditem,Price,2022-04-09,329853,31106,365746828611
Feeditem,Price,2022-04-10,339029,31406,353537728637
Feeditem,Price,2022-04-11,283520,23864,222497137842
Feeditem,Price,2022-04-12,133587,12438,131736890220
Feeditem,Price,2022-04-13,23,1,100000
Feeditem,Promotion,2022-01-01,93484,11587,11163220000
Feeditem,Promotion,2022-01-02,119304,13742,13141250000
Feeditem,Promotion,2022-01-03,173198,25668,28482030000
Feeditem,Promotion,2022-01-04,167324,25418,27060510000
Feeditem,Promotion,2022-01-05,161855,24896,27411210000
Feeditem,Promotion,2022-01-06,157189,23442,25694210000
Feeditem,Promotion,2022-01-07,150957,21726,21590720000
Feeditem,Promotion,2022-01-08,139058,19436,16343680000
Feeditem,Promotion,2022-01-09,150102,20428,18017190000
Feeditem,Promotion,2022-01-10,175427,26227,30098430000
Feeditem,Promotion,2022-01-11,165455,25340,27433550000
Feeditem,Promotion,2022-01-12,160144,25150,26612501348
Feeditem,Promotion,2022-01-13,145882,22752,24856527670
Feeditem,Promotion,2022-01-14,121396,21200,21761727766
Feeditem,Promotion,2022-01-15,110714,18666,15318560000
Feeditem,Promotion,2022-01-16,127417,21370,18567897870
Feeditem,Promotion,2022-01-17,107680,16205,20910130000
Feeditem,Promotion,2022-01-18,56607,11207,22065243553
Feeditem,Promotion,2022-01-19,59516,10358,27696713605
Feeditem,Promotion,2022-01-20,53111,9867,25377754935
Feeditem,Promotion,2022-01-21,46626,8984,23165323914
Feeditem,Promotion,2022-01-22,35416,7943,15482370000
Feeditem,Promotion,2022-01-23,37800,8693,16118670000
Feeditem,Promotion,2022-01-24,63424,11191,30289977311
Feeditem,Promotion,2022-01-25,64202,10881,30829391764
Feeditem,Promotion,2022-01-26,64870,11480,31805886657
Feeditem,Promotion,2022-01-27,62800,11229,30567373477
Feeditem,Promotion,2022-01-28,48413,9462,21271385000
Feeditem,Promotion,2022-01-29,36418,8446,14926910000
Feeditem,Promotion,2022-01-30,40568,9237,16970484576
Feeditem,Promotion,2022-01-31,70858,12213,28637422245
Feeditem,Promotion,2022-02-01,52080,6836,26016465236
Feeditem,Promotion,2022-02-02,52104,6870,26807111196
Feeditem,Promotion,2022-02-03,56475,7166,25256310000
Feeditem,Promotion,2022-02-04,48687,7026,22082468096
Feeditem,Promotion,2022-02-05,43311,7657,16691927928
Feeditem,Promotion,2022-02-06,50724,8951,17558380000
Feeditem,Promotion,2022-02-07,74052,11497,25240075635
Feeditem,Promotion,2022-02-08,64000,9396,21015102578
Feeditem,Promotion,2022-02-09,57765,8661,17707102210
Feeditem,Promotion,2022-02-10,54097,7646,15561630111
Feeditem,Promotion,2022-02-11,45230,6636,11931279433
Feeditem,Promotion,2022-02-12,33614,5484,8747288000
Feeditem,Promotion,2022-02-13,35564,6087,9187530000
Feeditem,Promotion,2022-02-14,44391,7022,11797790916
Feeditem,Promotion,2022-02-15,32231,5432,6304060000
Feeditem,Promotion,2022-02-16,47881,7558,14371168965
Feeditem,Promotion,2022-02-17,32634,5576,6396540000
Feeditem,Promotion,2022-02-18,32231,5400,5812540000
Feeditem,Promotion,2022-02-19,24247,4915,4619170000
Feeditem,Promotion,2022-02-20,27251,5586,5540610000
Feeditem,Promotion,2022-02-21,36753,6916,7779860000
Feeditem,Promotion,2022-02-22,35133,6247,7041360000
Feeditem,Promotion,2022-02-23,33653,5767,6436890000
Feeditem,Promotion,2022-02-24,30241,4615,5168390000
Feeditem,Promotion,2022-02-25,24534,4242,4402770000
Feeditem,Promotion,2022-02-26,21067,3901,3710310000
Feeditem,Promotion,2022-02-27,24071,4558,4266250000
Feeditem,Promotion,2022-02-28,19064,1804,1873410000
Feeditem,Promotion,2022-03-01,18767,1756,2007440000
Feeditem,Promotion,2022-03-02,21764,2326,2480780000
Feeditem,Promotion,2022-03-03,26114,3836,2919230000
Feeditem,Promotion,2022-03-04,25108,3630,2566550000
Feeditem,Promotion,2022-03-05,20253,3185,1368130000
Feeditem,Promotion,2022-03-06,19906,3016,1599110000
Feeditem,Promotion,2022-03-07,35857,5885,5172110000
Feeditem,Promotion,2022-03-08,30571,4412,3628410000
Feeditem,Promotion,2022-03-09,33894,5595,3595330000
Feeditem,Promotion,2022-03-10,29679,4340,3097500000
Feeditem,Promotion,2022-03-11,26186,3767,2521520000
Feeditem,Promotion,2022-03-12,20609,3415,1375830000
Feeditem,Promotion,2022-03-13,19030,3440,1482380000
Feeditem,Promotion,2022-03-14,34633,7296,3034400000
Feeditem,Promotion,2022-03-15,33132,6355,4017400000
Feeditem,Promotion,2022-03-16,33241,6110,3867500000
Feeditem,Promotion,2022-03-17,32272,5419,3814890000
Feeditem,Promotion,2022-03-18,33676,6200,4113780000
Feeditem,Promotion,2022-03-19,18779,2988,1275870000
Feeditem,Promotion,2022-03-20,19380,3320,1533370000
Feeditem,Promotion,2022-03-21,34151,6966,3463330000
Feeditem,Promotion,2022-03-22,36234,8347,3325180000
Feeditem,Promotion,2022-03-23,32182,5816,3594510000
Feeditem,Promotion,2022-03-24,30653,5234,3353460000
Feeditem,Promotion,2022-03-25,28123,3763,3045000000
Feeditem,Promotion,2022-03-26,19068,2920,1251390000
Feeditem,Promotion,2022-03-27,18764,2795,1444860000
Feeditem,Promotion,2022-03-28,33347,5083,3441080000
Feeditem,Promotion,2022-03-29,33522,4798,3704860000
Feeditem,Promotion,2022-03-30,32912,4789,3671340000
Feeditem,Promotion,2022-03-31,29470,4002,2794070000
Feeditem,Promotion,2022-04-01,26076,3900,1992740000
Feeditem,Promotion,2022-04-02,17955,2764,758420000
Feeditem,Promotion,2022-04-03,18320,2367,1001390000
Feeditem,Promotion,2022-04-04,34769,6049,2498020000
Feeditem,Promotion,2022-04-05,32121,5160,2326400000
Feeditem,Promotion,2022-04-06,34415,5377,2787410000
Feeditem,Promotion,2022-04-07,45155,4944,3441380000
Feeditem,Promotion,2022-04-08,44032,4446,3019940000
Feeditem,Promotion,2022-04-09,25637,3087,1051790000
Feeditem,Promotion,2022-04-10,21681,2293,1171930000
Feeditem,Promotion,2022-04-11,85296,9219,4788240000
Feeditem,Promotion,2022-04-12,22886,3501,823360000
Feeditem,Sitelink,2022-01-01,11984164,1247627,11275573051411
Feeditem,Sitelink,2022-01-02,11298841,1350908,13249915791348
Feeditem,Sitelink,2022-01-03,9621194,1338908,15113704485461
Feeditem,Sitelink,2022-01-04,9561097,1338991,13247847465453
Feeditem,Sitelink,2022-01-05,10302409,1348804,13158450989466
Feeditem,Sitelink,2022-01-06,10447048,1346719,13202233194666
Feeditem,Sitelink,2022-01-07,12585345,1696935,14326800925566
Feeditem,Sitelink,2022-01-08,13678997,1905887,15711076632489
Feeditem,Sitelink,2022-01-09,12428273,1730375,13905504607638
Feeditem,Sitelink,2022-01-10,11331500,1538280,13773025337350
Feeditem,Sitelink,2022-01-11,11074481,1467255,12788219391186
Feeditem,Sitelink,2022-01-12,10888381,1436571,12008422466080
Feeditem,Sitelink,2022-01-13,10735428,1433974,18418020059761
Feeditem,Sitelink,2022-01-14,11335655,1660800,38626103428151
Feeditem,Sitelink,2022-01-15,11962169,1655801,22426291712858
Feeditem,Sitelink,2022-01-16,11738241,1567488,27510218992260
Feeditem,Sitelink,2022-01-17,11346553,1560667,49224183927616
Feeditem,Sitelink,2022-01-18,11260878,1510071,40873499000568
Feeditem,Sitelink,2022-01-19,11004672,1460467,42942996096951
Feeditem,Sitelink,2022-01-20,11093786,1487649,42902908333986
Feeditem,Sitelink,2022-01-21,11097150,1404032,26686171273802
Feeditem,Sitelink,2022-01-22,11429056,1493757,16623853737551
Feeditem,Sitelink,2022-01-23,12120808,1518858,21891837269277
Feeditem,Sitelink,2022-01-24,11801290,1430369,30220821691159
Feeditem,Sitelink,2022-01-25,11584826,1427180,23666482677292
Feeditem,Sitelink,2022-01-26,11802488,1470865,23169304176661
Feeditem,Sitelink,2022-01-27,11451455,1351220,19865904859773
Feeditem,Sitelink,2022-01-28,12064769,1337957,18307201556472
Feeditem,Sitelink,2022-01-29,11920328,1373828,12150092263013
Feeditem,Sitelink,2022-01-30,12519362,1379636,14054761165486
Feeditem,Sitelink,2022-01-31,11863290,1324452,15201636159909
Feeditem,Sitelink,2022-02-01,11369615,1283239,15442755463484
Feeditem,Sitelink,2022-02-02,11000837,1273566,16823791064846
Feeditem,Sitelink,2022-02-03,10982585,1285831,17926255867473
Feeditem,Sitelink,2022-02-04,11078828,1287044,18857296175502
Feeditem,Sitelink,2022-02-05,12015331,1283279,15631547108556
Feeditem,Sitelink,2022-02-06,11586357,1326806,19201416451226
Feeditem,Sitelink,2022-02-07,10785039,1294529,25719074002660
Feeditem,Sitelink,2022-02-08,9949949,1221721,25450062796488
Feeditem,Sitelink,2022-02-09,9706066,1209949,23809030272545
Feeditem,Sitelink,2022-02-10,9295463,1174419,25992079735923
Feeditem,Sitelink,2022-02-11,10090373,1207797,29543596972365
Feeditem,Sitelink,2022-02-12,9541655,1013525,17327883615727
Feeditem,Sitelink,2022-02-13,8636332,884276,15693856725212
Feeditem,Sitelink,2022-02-14,7516707,778642,26943609400912
Feeditem,Sitelink,2022-02-15,7764666,801018,25002130830228
Feeditem,Sitelink,2022-02-16,7591904,745576,26580524114208
Feeditem,Sitelink,2022-02-17,2086085,401827,21995313561520
Feeditem,Sitelink,2022-02-18,1728462,349402,21279171194767
Feeditem,Sitelink,2022-02-19,1425138,311515,11419035542731
Feeditem,Sitelink,2022-02-20,1503742,319166,11612073886351
Feeditem,Sitelink,2022-02-21,1893185,385669,25418268672452
Feeditem,Sitelink,2022-02-22,1832028,366689,22990136395556
Feeditem,Sitelink,2022-02-23,1826553,362715,22304417113570
Feeditem,Sitelink,2022-02-24,1762216,351439,20965220121794
Feeditem,Sitelink,2022-02-25,1630392,331560,18678275880657
Feeditem,Sitelink,2022-02-26,1468359,306246,10360318716554
Feeditem,Sitelink,2022-02-27,1484110,315304,9813449986419
Feeditem,Sitelink,2022-02-28,1878803,367954,26079628858850
Feeditem,Sitelink,2022-03-01,1705482,330284,21232476460272
Feeditem,Sitelink,2022-03-02,1747583,352082,22352748029198
Feeditem,Sitelink,2022-03-03,1702001,324134,21397953021562
Feeditem,Sitelink,2022-03-04,1287179,214049,20028161981565
Feeditem,Sitelink,2022-03-05,808611,138947,10999853349264
Feeditem,Sitelink,2022-03-06,847005,147089,11236893889899
Feeditem,Sitelink,2022-03-07,1062573,186694,24978310592281
Feeditem,Sitelink,2022-03-08,950128,148633,22970771117269
Feeditem,Sitelink,2022-03-09,1063872,205449,23630840125090
Feeditem,Sitelink,2022-03-10,927904,186189,8977716855146
Feeditem,Sitelink,2022-03-11,748080,134946,1920823102375
Feeditem,Sitelink,2022-03-12,735516,153393,1748434866764
Feeditem,Sitelink,2022-03-13,751463,156173,1734416272500
Feeditem,Sitelink,2022-03-14,891666,187242,2468609327182
Feeditem,Sitelink,2022-03-15,865351,185821,2209712485999
Feeditem,Sitelink,2022-03-16,868692,182878,2371858463900
Feeditem,Sitelink,2022-03-17,859777,174686,2248444800921
Feeditem,Sitelink,2022-03-18,849526,169300,2053370942021
Feeditem,Sitelink,2022-03-19,726781,148788,1725211399871
Feeditem,Sitelink,2022-03-20,765536,155675,1560700678245
Feeditem,Sitelink,2022-03-21,936454,189482,2011856985067
Feeditem,Sitelink,2022-03-22,909464,182748,2411373132838
Feeditem,Sitelink,2022-03-23,906660,181009,2555537420821
Feeditem,Sitelink,2022-03-24,858698,170803,2607123647300
Feeditem,Sitelink,2022-03-25,803470,159042,2511727118361
Feeditem,Sitelink,2022-03-26,701260,140883,2260790121145
Feeditem,Sitelink,2022-03-27,705792,142025,2239699936225
Feeditem,Sitelink,2022-03-28,884024,179739,3322501958168
Feeditem,Sitelink,2022-03-29,904551,182876,3272664616201
Feeditem,Sitelink,2022-03-30,880098,183332,3061861748490
Feeditem,Sitelink,2022-03-31,827207,173239,3709209108769
Feeditem,Sitelink,2022-04-01,786700,167495,2403564276315
Feeditem,Sitelink,2022-04-02,691084,148607,2271622822101
Feeditem,Sitelink,2022-04-03,714726,157131,2024348501215
Feeditem,Sitelink,2022-04-04,867843,190271,2665582175566
Feeditem,Sitelink,2022-04-05,858478,186130,2790669121641
Feeditem,Sitelink,2022-04-06,832476,180889,3326074756108
Feeditem,Sitelink,2022-04-07,805904,176652,3058750720446
Feeditem,Sitelink,2022-04-08,804293,170138,2462680811882
Feeditem,Sitelink,2022-04-09,730843,150603,1988946437202
Feeditem,Sitelink,2022-04-10,719607,155017,1985350164336
Feeditem,Sitelink,2022-04-11,868159,181160,2811658595464
Feeditem,Sitelink,2022-04-12,240267,62246,256759982092
Feeditem,StructuredSnippet,2022-01-01,2208351,483115,2063771374099
Feeditem,StructuredSnippet,2022-01-02,2331289,508187,2113068489501
Feeditem,StructuredSnippet,2022-01-03,2086951,490467,2429798458981
Feeditem,StructuredSnippet,2022-01-04,2115763,493066,1790021006074
Feeditem,StructuredSnippet,2022-01-05,2240741,477962,1768055654213
Feeditem,StructuredSnippet,2022-01-06,2124930,491405,2192786646794
Feeditem,StructuredSnippet,2022-01-07,2805946,696138,3955686765093
Feeditem,StructuredSnippet,2022-01-08,3289328,870062,4695944794942
Feeditem,StructuredSnippet,2022-01-09,3008929,753466,3324570150797
Feeditem,StructuredSnippet,2022-01-10,2617470,616308,2689297209573
Feeditem,StructuredSnippet,2022-01-11,2475132,588481,2506060600496
Feeditem,StructuredSnippet,2022-01-12,2429280,559149,2152316704710
Feeditem,StructuredSnippet,2022-01-13,2467765,561955,3190550661067
Feeditem,StructuredSnippet,2022-01-14,2691591,714261,7686544040992
Feeditem,StructuredSnippet,2022-01-15,2712572,736334,4491238492278
Feeditem,StructuredSnippet,2022-01-16,2694080,677361,5194943377156
Feeditem,StructuredSnippet,2022-01-17,2674248,618589,9422681210842
Feeditem,StructuredSnippet,2022-01-18,2543997,591906,7149281119482
Feeditem,StructuredSnippet,2022-01-19,2474478,583435,7365442540591
Feeditem,StructuredSnippet,2022-01-20,2610084,620703,8329064559867
Feeditem,StructuredSnippet,2022-01-21,2751936,624891,5701581036864
Feeditem,StructuredSnippet,2022-01-22,2924564,694237,3302503544358
Feeditem,StructuredSnippet,2022-01-23,3051256,683940,4254137736790
Feeditem,StructuredSnippet,2022-01-24,2706091,586406,6128387097607
Feeditem,StructuredSnippet,2022-01-25,2623284,588527,4250557694430
